mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,zcr,rms,centroid,bandwidth,label
-220.36938,-68.51981,-101.85052,19.606224,-13.854066,27.015236,0.96306896,22.913181,2.0070257,-1.3759038,-13.9653845,6.712703,2.8167381,-1.7437917,4.2329035,3.6997423,2.6205053,-18.614693,-1.083246,10.747806,0.2495996973536036,0.113860026,2822.7597550073588,1327.360645740904,1
-434.3078,-108.86705,-11.389451,43.95371,-6.667461,-12.693995,18.404028,-4.1552086,-16.830046,20.963726,0.516812,-14.238348,5.2828107,5.2555714,-1.0177711,-6.652989,13.84161,-10.489608,3.6849446,6.5075254,0.32509658896857924,0.07528635,3500.6689423386065,1506.2875741082373,1
-260.61124,-91.036125,-82.58923,-22.578148,2.2859707,24.91636,-5.1988473,-10.483311,1.0602862,-16.722527,10.002969,16.990143,15.3610325,-7.2844443,-10.769245,9.504766,-7.842062,-2.40923,-13.355285,0.6539528,0.244441780501497,0.07993077,3207.3783731407075,1875.918247668112,1
-260.2239,-67.62078,-96.0619,-5.81861,0.76830745,33.724277,1.4449927,12.1529665,0.08750885,5.3178015,-0.8114278,10.171663,-2.0799847,8.486188,5.0211587,3.0065887,5.193124,-5.438903,-0.39123276,7.647426,0.23429296875,0.10667566,2718.0061958299934,1447.7774196130842,1
-185.79176,-73.46992,-101.558945,-31.913149,-3.1749337,29.425348,18.994862,-7.2754326,-24.950476,-0.17246823,3.0994651,3.2678819,1.3641565,-0.689715,-7.712709,1.9347218,-3.5769112,5.010046,4.378072,-14.945179,0.16383065422661872,0.21908978,2588.1562358331917,1749.5218182143947,1
-213.45169,49.30437,-58.72589,-26.674734,-22.385567,-1.815891,-5.549464,-14.669936,22.084656,-4.217866,-2.0450082,-2.462929,-0.55507636,-5.2513895,-4.2345786,-2.6469324,0.16700388,2.8714898,-3.5764916,5.0200095,0.15379284274193547,0.1190978,1991.6837431742842,1638.171186666387,1
-131.3534,-33.270836,-101.00671,5.6814733,12.948049,34.300007,0.27803594,-14.7573185,-14.826546,6.2049785,-4.052145,3.2588024,-3.697118,5.315551,-3.3640258,-0.94330865,-11.806149,1.4427687,8.446627,6.608921,0.24107500572344323,0.13338922,2612.619791279027,1528.0939995104548,1
-115.91758,-14.542158,-131.69719,-13.149399,-13.254553,8.26003,-5.660967,-11.352953,-15.068275,2.6980872,-4.2584987,2.6300132,-9.229179,4.371824,0.029227851,2.97084,-0.1247958,3.160325,-3.4492152,3.4585288,0.21686334260471204,0.12068883,2330.167681478813,1331.9177033062726,1
-196.42389,-78.68572,-104.692566,-10.940352,-0.8684801,17.69004,6.5421286,23.639767,-19.1556,-4.0003085,21.795208,5.493567,-7.090851,3.8023307,0.56422716,6.794953,-0.15686975,9.9883,-13.286247,5.7812467,0.26142732522233203,0.124150395,2926.1153029288294,1586.296470641545,1
-219.2441,20.814543,-61.62811,1.3049425,-2.7611237,6.7269483,-7.85761,0.28599268,-4.0891123,0.8802926,-5.3706417,-1.7217778,-3.9374025,1.1158035,-3.5396492,-0.320547,-3.9386718,0.12726991,-1.9252489,1.1573485,0.3845597368231567,0.13546966,3362.290124648029,1513.4654234783454,1
-130.7773,-12.606817,-116.689674,-5.8102994,-11.598521,5.299923,-10.975672,-12.982645,-10.309889,5.524814,-2.1223342,4.8984365,-11.949981,3.1860335,3.3683815,5.971653,0.44433755,-3.8276203,-3.9436998,2.0830915,0.2102961234412114,0.15892076,2323.42086987648,1332.6928944879005,1
-253.49773,-88.187225,-73.5903,-37.94879,20.750105,12.489126,-9.163888,-10.403469,8.645641,10.183833,2.4301085,7.8711424,-4.1176405,-9.992442,1.2964296,6.3124137,-9.858229,-3.5973122,1.5380627,9.414654,0.20226142820247933,0.112969704,3211.967431422438,2075.614982672498,1
-289.57397,63.789062,-83.031296,24.740187,9.946798,31.312098,-18.801489,-6.77016,29.479282,-6.0252347,-16.208797,14.881832,14.052672,-15.376544,10.408124,-7.577442,4.538364,7.0998287,-13.7130165,15.825419,0.1906993777252907,0.11430202,1879.782584324179,1019.8934534241738,1
-165.51872,-23.592829,-118.74091,-69.89526,-12.607566,13.578721,10.883747,10.631305,-11.20365,0.7179402,-8.341447,0.11357181,11.806377,-6.96129,-1.7228049,10.901832,-11.316838,3.1795743,-8.258668,-3.376182,0.16157670454545456,0.14237803,2210.7226027204065,1670.1596922677804,1
-326.50748,-52.590805,-91.76351,28.464314,10.765808,17.725853,-20.019186,16.093225,8.924561,-14.748476,-10.455763,21.976809,-7.225386,1.1362025,-2.5427797,6.0994635,3.0885646,-7.2034407,4.6214757,0.47849596,0.19039381849822276,0.15211111,2405.755262087171,1371.0776333760766,1
-198.46144,-63.969173,-131.4768,12.409914,6.5478454,24.876303,-17.675041,10.420213,-4.417591,-9.36053,4.6298356,15.544056,-12.002054,1.7859408,-11.702379,12.820687,-14.879284,8.790284,-7.9667683,-4.0878644,0.24653227010350318,0.1672138,2538.7360340980586,1278.7564840000175,1
-166.03012,-47.051456,-115.32878,5.1102877,-14.405291,13.964191,12.139047,8.41418,-5.2631845,-11.978645,-7.562179,14.457535,-5.1586156,-1.3408158,-2.1251352,11.8885355,-5.334181,-5.37657,3.8465338,-0.004985676,0.2596358719405594,0.15036885,2642.138352759264,1354.3528308792916,1
-140.94734,-26.020582,-126.69227,-6.167612,-12.490096,8.787601,-7.765917,-10.885232,-10.152832,5.08335,-0.8837615,5.6154914,-10.660449,4.471188,4.1012726,5.3909674,-0.22159798,-2.8197956,-4.2211995,2.7079082,0.22901675575657895,0.115628734,2410.57830406778,1330.8353478376173,1
-172.27696,-38.080658,-102.92557,1.742279,-12.134518,6.9537525,6.617618,2.859061,-6.6782446,-12.156931,-10.248404,9.402122,-8.191304,-3.5196853,-3.08583,10.249129,-6.1610527,-8.377385,2.5526123,0.31536046,0.24422144396551723,0.19204715,2610.1621879815493,1418.8637521360292,1
-141.8797,64.529625,-30.102665,17.02473,-8.351327,-10.27261,-11.577589,-7.2485585,-12.065216,-0.97746205,-6.462788,-2.6429782,-1.3940663,-5.176813,-1.2357805,-5.508638,-0.94055146,0.16289546,-0.57399374,-0.63140815,0.17362641965293454,0.18982488,2002.8182949188058,1599.030152585003,1
-194.23566,-44.035862,-94.056404,-38.441967,-5.4431863,-4.700048,-20.067116,10.384643,-19.915207,-7.0035524,5.8296304,-15.893901,-6.8489623,14.629821,1.3233787,6.923659,3.257106,-6.72468,9.2571,7.0685906,0.25322950932017546,0.060612243,2965.6899027743666,1870.774332790538,1
-255.22943,44.374596,-67.13576,-25.863483,-27.567532,-8.876278,3.2740517,-6.507381,-11.915731,5.2899065,-6.1816273,-13.281956,-2.139018,2.0833151,1.7367593,1.655658,4.9799595,-9.666794,-10.366408,1.1152029,0.16040736607142858,0.07218452,2050.082517847541,1628.2467523846653,1
-227.38196,-2.7236543,-86.47335,-52.156105,-24.241142,3.6435452,7.285955,-1.372898,-0.1363509,11.703649,-10.405013,-5.4514217,2.7319944,4.335196,-1.248078,14.899855,27.126883,15.823584,14.447204,-0.17457953,0.14307996961805555,0.14969753,1867.6331928361528,1529.9341675038147,1
-174.40967,66.28599,-108.53746,-50.108242,-18.863214,-16.23711,-10.702598,10.464974,-18.887468,-2.9949288,5.690426,-6.081543,-13.155205,-1.1821578,19.256079,5.9375052,21.37996,26.959272,-5.0539584,-1.4534878,0.1458782327586207,0.13084324,1613.9033578837275,1187.6246947654197,1
-166.62697,17.5087,-157.79335,-14.7485285,-8.391394,-5.260266,7.499271,-18.262997,0.6081462,-3.1169925,16.200886,13.002077,8.300207,3.0921426,-1.2641495,-1.7736938,7.9551353,6.625112,1.1348624,-0.40573853,0.17358607104700854,0.14929168,1897.2061894003832,1043.5992924084205,1
-148.08464,-4.4750695,-119.63302,-18.436504,-16.439724,-2.8218472,-4.269803,-4.892591,-17.80907,-0.49774393,-10.98366,15.586823,2.868533,6.320539,-1.1751345,18.22267,13.2507105,2.1583147,8.2006235,-12.130736,0.1823448768028846,0.15721633,2118.3319387381357,1344.7219841227366,1
-197.868,88.20562,-38.494503,-40.894375,-9.34554,-4.2928925,-6.769354,22.901499,-2.6722548,-11.342013,0.9081711,-4.132405,-3.2371848,19.952557,3.7570746,-2.9991562,4.472709,3.1656518,3.1462567,0.50320345,0.10302734375,0.12756252,1448.9151051090798,1439.313992229342,1
-150.23878,-8.031727,-84.83409,-48.74116,-53.713886,12.909788,-19.36629,3.2342987,-34.778942,9.473432,-8.358646,-13.426033,-16.661406,6.886102,1.530161,28.066193,20.086771,19.687387,-9.622387,-0.47011453,0.15139023940450644,0.22106364,2272.2269520963873,1645.3076104761237,1
-225.39835,90.89219,-96.0532,-37.14716,-6.7885327,-19.115896,-3.3005753,-24.9795,-4.1206083,2.7919703,-3.8286607,-6.7450733,5.2010007,11.96858,7.100551,-6.664964,4.7383323,-11.1103525,-2.327538,-5.76966,0.1521019796723301,0.12078499,1655.2812820031331,1278.0698843653329,1
-195.62195,48.14789,-56.698715,-39.83097,-15.854141,-23.860725,-1.4972963,-26.241497,4.535113,19.524004,-19.493084,-1.7933829,-8.994723,1.6282027,-11.588893,-7.8698187,-6.8662214,-5.275728,5.2108107,4.684426,0.1158203125,0.112998776,1786.6946393140304,1557.4550667963542,1
-369.99155,49.534267,-3.560043,-24.28146,-15.975543,-10.714274,-0.42161465,5.759786,-18.1177,0.025022252,-2.272738,-4.4070344,7.196056,2.8896148,3.4336298,-2.8546,-0.022494951,-1.1584774,-6.1093364,0.3572192,0.09796142578125,0.082297154,1520.6924531981845,1595.352244465342,1
-192.45378,-13.684804,-69.859726,-5.389166,18.424234,1.7833529,-11.472532,9.438049,0.77127206,23.14173,25.598597,11.950269,6.2424884,15.704365,11.070543,4.7329345,-11.666324,1.1764755,4.7028913,1.9951403,0.16784005571705427,0.14241448,2248.7710433754064,1664.0539485178756,1
-152.30138,-18.384037,-93.80254,-37.14409,-34.161697,-10.060565,4.975636,-9.121707,-22.163855,-4.015476,-7.2307863,-5.68199,-1.645688,3.2430365,2.9153318,3.9474702,5.5298185,8.69369,-0.5194516,4.5481653,0.19126674107142858,0.08924747,2620.9841420125235,1747.7842461185453,1
-109.66266,21.317198,-34.73273,24.79984,15.115683,-10.372984,-2.6827474,-8.32198,-8.874251,3.8121872,-17.256865,-10.139521,-10.682601,9.00376,6.2066417,15.829612,11.33026,-2.3964293,-11.869086,-4.388517,0.23324175023320895,0.15845811,2670.1500441319613,1803.0179138329108,1
-286.34164,35.126324,-35.71054,-21.955763,-23.594545,-0.14442633,-9.002484,-7.5908756,-1.4849828,0.27328804,10.12357,14.857388,-5.3892274,0.46850857,0.22551484,-2.3279128,6.625556,2.3482978,-5.800877,-1.188512,0.23032347623966942,0.09911539,2696.753693644462,1923.4999784084137,1
-235.3474,45.17104,-67.37795,-0.6479667,-30.68965,8.437869,9.230679,-10.388435,3.3141668,15.448532,-7.9115148,1.7586799,4.5280476,5.8417044,0.8962515,-2.1554475,-3.0380278,-2.3123224,1.597208,3.270993,0.23363339990601503,0.08469428,2425.839964848113,1534.1667934389839,1
-148.1741,32.231316,-101.6353,50.739315,11.905445,8.860262,-3.8057463,-3.177739,-14.197535,8.355745,-7.284353,-9.36548,2.3804939,0.011509479,-3.4365878,8.9075775,11.859246,2.6462417,-4.1117744,3.2894287,0.2289547504194631,0.13946083,2157.07348762644,1152.0625098848132,1
-164.2746,45.079205,-97.03067,-51.91218,-33.680367,18.336746,9.043891,-6.5592237,-29.331911,-13.62281,-14.876757,-3.0793934,-21.20846,8.134986,11.062667,11.238258,18.731861,9.218871,-5.034107,-14.255708,0.13733601120283018,0.14234817,1707.989383583961,1355.2566752776484,1
-246.5673,31.657919,-46.202873,-12.908541,5.6841025,-36.393013,-18.941761,-21.975277,-30.844395,0.45689812,-9.483177,-8.664716,-11.112425,-14.831048,3.0073545,-2.6695998,-2.7474167,12.9016,18.13688,16.875225,0.08963448660714286,0.10133334,1778.7840076067866,1791.7628946734442,1
-171.77475,33.40443,-76.139565,-45.15234,-23.850756,-16.007008,9.832356,-14.183845,-10.903414,14.546491,-3.649208,-23.225582,-6.5908456,-20.386951,13.326811,-3.9629095,4.3755717,38.209072,38.644817,20.687328,0.16438511439732142,0.16291343,1885.595741276507,1585.9293419983867,1
-253.39114,16.032177,-152.97511,-5.8073344,10.1552725,-6.0792856,7.1478252,-26.208748,-9.496504,0.7317655,14.077907,20.220884,6.1746726,8.855949,1.8025237,3.4824276,4.0171394,3.9658146,1.0389566,3.6061053,0.17373817845394737,0.13047351,1804.3078222487902,918.8631580286378,1
-155.15979,4.8025546,-116.12023,-38.966434,-22.476675,11.740836,-10.073058,-3.8113434,-23.912943,5.3239403,-0.8446017,7.656968,8.094411,6.3672233,-7.959495,11.314295,19.166616,3.2322872,11.293401,-4.1914744,0.1436060855263158,0.1981078,1890.3125710902755,1328.9147209639214,1
-246.16685,61.18407,-29.901873,-53.688416,-24.937817,-15.9902,-2.958425,-10.98239,-19.7044,27.875252,-16.536871,-2.4724514,-10.908113,-12.4396925,0.37468907,-6.6345115,0.33110073,-12.097654,-2.3982635,-5.7960105,0.1397201431381119,0.08363179,2052.926144631732,1964.6954767943485,1
-305.69412,19.480537,-57.23836,-26.888489,21.18763,7.1330695,1.1579704,-0.8574992,1.2178637,11.412232,18.496698,12.103709,9.931611,8.549552,4.7224574,5.570146,5.030586,-3.84663,-1.4931426,6.0377045,0.13260396321614584,0.066016406,1943.3882973595357,1736.5802714241727,1
-137.69617,-20.438524,-86.70105,-46.208416,-36.368843,2.1681683,-7.528992,-12.950509,-18.598757,-6.0541124,-4.027592,-9.731208,4.386696,2.8947237,2.396872,5.990808,14.720092,9.6963825,7.7037,5.2755594,0.19990632971938777,0.09163344,2750.902834092335,1887.585083466493,1
-196.72487,-7.005278,-78.47524,-41.251728,-39.047535,-2.4206564,3.474432,-6.689969,-21.371204,-3.384096,-3.446495,-8.304233,-1.5417854,1.2936049,5.6942616,3.5785382,8.157446,12.324227,1.4713864,5.897351,0.18651989923007245,0.071226165,2572.203806876929,1823.8581201773513,1
-218.06836,49.112823,-69.016396,-4.119808,-19.405933,-3.9204528,2.4591434,2.3842528,-9.007224,5.548857,0.3264521,-2.2985613,-4.9612207,1.0322063,-3.7416823,-3.6256528,1.1281967,5.1048713,3.2894957,5.309136,0.2401844776459854,0.14262354,2573.182901770878,1561.3403663096792,1
-161.55266,155.07082,-132.66298,48.663532,-22.88616,-21.895609,11.027535,-28.987032,35.615166,6.830945,-11.284084,3.6817505,-21.172653,16.90804,0.99935436,-11.607523,10.244102,-16.828186,-3.6523445,-3.8639164,0.11724956965042373,0.17310557,1487.737308974586,918.9928992551243,1
-131.68835,86.551476,-167.1743,8.105716,-36.210144,15.877538,-3.7684586,7.110037,0.7533384,16.000895,9.928739,-10.110127,20.18745,-1.6993554,3.468425,3.9915624,13.2665205,-0.2279609,-2.4735308,-0.7935855,0.1883153822815534,0.19236907,1750.0494870339542,863.1678986195665,1
-231.02576,40.74015,-108.4993,-37.850285,-51.525772,-12.126502,6.974545,10.650985,6.0181212,12.326441,0.9569068,17.534115,-6.2957635,-8.225441,10.03394,6.143968,2.075823,-5.0828824,1.1012626,-4.7650785,0.07971846417682926,0.17337099,3423.443601909725,3329.836190280511,1
-286.37244,64.04981,-96.79681,-43.275784,-42.690685,-14.303869,-11.7193775,0.09900313,0.40843314,-5.175795,4.2782493,36.20922,13.185182,3.9559615,12.049702,5.962133,-9.270768,-9.551712,-3.644559,-1.1741065,0.06568368133408072,0.095402755,2879.925842716058,3106.247090642353,1
-279.95273,32.82585,-93.40746,-34.14291,-48.119465,-6.4039674,24.52681,24.247324,10.656953,11.155301,-9.642326,2.4345956,-7.84522,-6.620126,20.22459,13.529341,1.3286442,-9.208628,1.7437834,2.4498622,0.058021649352861034,0.3098991,2834.152646480537,3069.7046258050736,1
-446.82217,-23.213861,-91.060875,-11.979734,0.64563197,20.010132,30.629969,12.60019,-32.28615,-12.661334,9.19712,29.986042,4.8540382,-15.71162,1.555749,11.555479,9.710778,-7.706511,4.3099475,5.725063,0.10311688529727794,0.05129559,4369.7359141661245,3915.606749866769,1
-429.39084,22.229668,-70.59855,-33.365555,-46.823887,-2.6257083,20.288605,21.35165,23.102596,9.634992,-11.708396,-9.733849,-19.34007,-3.216046,21.1088,22.509024,5.9864492,-11.22219,-5.059744,0.00997099,0.057165670955882354,0.09821523,2839.3006590432774,3164.0030775408873,1
-340.24973,29.832392,-60.5972,-13.002294,-30.920046,12.273149,6.8140707,11.996896,0.12510692,2.956372,0.56395435,9.299515,1.1228243,3.991965,3.735246,5.522411,2.2820492,-0.5454822,-2.5365036,2.9953246,0.2443726451684397,0.12529781,7760.306277540901,4682.3503750889395,1
-282.1189,27.962635,-83.17057,-7.182224,-24.904388,17.684711,0.558002,8.544056,-4.7103424,11.236872,-1.0076897,0.53803974,-5.110188,8.591795,7.294145,5.339714,2.6947935,-0.051274616,-1.5573006,0.3284133,0.17742616910460993,0.17217162,6432.723268817165,4370.79457503163,1
-279.86597,20.953054,-101.9412,-15.169661,-22.567505,20.841312,0.51133025,10.907297,-1.6409315,10.653222,2.769948,0.79652286,-2.496121,8.036858,12.211469,5.6817226,-2.8467479,0.62431276,-1.4629028,2.9122517,0.2089116522606383,0.22008395,6381.964783524355,3900.643207758231,1
-341.34366,60.10618,-43.590103,-30.493011,-26.80532,-10.844368,-14.693964,-5.7057514,-4.41967,13.93708,5.0705457,-5.379685,-2.9738212,2.1013403,-3.2965326,1.7906957,-2.0824037,-3.877843,0.60700876,-1.7598746,0.08994832423805602,0.05511613,3952.7964680121913,4372.213544080415,0
-330.85278,93.43731,-4.1430426,38.433704,-7.626162,-0.04299269,-8.915049,-12.386374,5.033893,-7.9963923,-7.136369,1.51791,-8.676123,2.7984848,-5.0449495,-2.7571175,-4.327394,-3.826394,-3.5652585,-5.2070775,0.13345221920289854,0.021541098,1754.2776940981132,1539.7902186355802,0
-295.72778,94.88332,-1.4947544,28.989729,-5.9108934,0.49897197,-10.244107,-10.977325,-7.32414,-8.159998,-9.909955,-3.2330692,-5.010557,2.6422753,-4.2796674,-2.3798122,0.61606985,-2.1697052,-5.7990985,-4.08663,0.1540734242584746,0.03588218,1813.7267675302646,1478.5415283084924,0
-353.4067,105.61282,-9.598286,29.574358,-7.329047,-8.291874,-2.7175317,-14.213919,-7.9707627,-4.2024865,-8.862872,-0.8790694,-3.6205533,-0.43621635,-2.476348,-3.5937772,-4.0236783,-4.787712,-5.5924516,-3.135508,0.1129241010507642,0.025897631,1522.9456713907343,1409.1925524174562,0
-285.77036,83.712555,-6.391966,14.102544,0.8990973,-8.822951,-14.089057,-14.85499,-5.3907666,-17.668804,-5.6910534,-11.977754,-4.055168,-2.5436926,-11.201601,3.7900145,-9.131597,-5.1714063,-4.0431185,-9.1841,0.1277459655145202,0.047490947,1750.091955213386,1634.9862401222276,0
-321.53076,73.467804,0.8483039,18.764566,-22.38322,-3.6161778,-11.696606,-8.26122,-10.977094,-7.9258947,-6.347858,-4.01258,-2.43904,-6.6554046,-2.0667102,-4.2510986,-5.454147,-5.1101875,-7.6363864,-4.07095,0.17004819123641304,0.034609865,1999.7215514649354,1735.5792277913797,0
-317.8504,89.36581,13.957759,10.431065,3.0978405,-6.0373363,-15.988881,-4.3904023,-13.114909,-6.4114933,-7.7454953,-13.607981,-5.621128,-3.5912683,-3.846403,-8.510666,-2.2308877,-3.3967211,-9.09381,-0.6572412,0.1150510862424925,0.04307812,1659.984873245895,1684.2933732407607,0
-302.35175,80.1659,-0.53004485,14.962613,-22.697184,-4.9260945,-13.886466,-9.469177,-13.000565,-11.075648,-5.401478,-7.0971627,-3.0775392,-6.7298527,-2.6052318,-4.0101357,-9.714443,-5.9769607,-9.8882675,-5.8821106,0.16045761108398438,0.044278365,1875.1259639723849,1621.0247059476799,0
-350.57214,110.62153,-10.994102,11.123825,-9.964264,-9.429109,-11.630766,-7.4491525,-13.112257,-10.872583,-3.3158271,-8.293712,-9.038687,-1.6474782,-7.9536405,-8.881827,-5.143737,-2.6916246,-4.59086,-4.1564817,0.12905991498161765,0.02643232,1613.5275966374184,1377.2582706407159,0
-331.71896,76.65144,-18.578873,12.370074,-23.505589,-5.8512025,-20.793024,-11.719653,-13.42028,-8.79223,-10.722109,-7.267646,-4.3288903,-4.632222,-9.599252,-6.2374153,-9.224802,-6.543145,-2.8600595,-6.4743834,0.15328119953165376,0.028383834,1889.98744375899,1577.621641966419,0
-293.78845,76.53987,5.8998857,11.202144,-2.174566,4.948013,-14.781142,0.19164114,-7.7234793,1.2638147,-3.4556463,-1.4603018,-3.1575332,2.3243515,-3.9014738,-2.6576035,-1.6237301,-2.464121,-4.4549685,0.022600148,0.17293143964379948,0.025043402,2076.4393599941086,1741.3662675323744,0
-305.1692,83.45589,-26.304861,4.313826,-29.07815,-7.2838435,-15.837748,-18.84733,-7.388152,-15.87679,-4.088378,-9.808389,0.8459667,-9.020249,-4.5141582,-3.3723047,-7.7253785,-3.6268456,-6.170811,-3.863898,0.14785215978593272,0.039203852,1820.0768155953854,1486.8843282317534,0
-313.31143,81.283806,-6.593779,13.621736,-27.190098,-5.5126987,-11.375416,-8.436875,-9.418191,-10.427912,-7.446994,-7.8293896,-4.5518026,-8.49318,-2.681565,-2.753845,-6.82547,-6.041654,-8.837471,-4.736471,0.15879801787663755,0.04070724,1947.6613432073757,1592.415365539353,0
-323.83167,99.05678,-18.304085,27.537605,-10.510039,-6.8006206,-7.634133,-14.888427,-13.2346945,-16.982004,-4.4195976,-5.064586,-7.24026,-1.1398524,-7.4151983,-5.2559094,-4.160292,-6.7848153,-4.997585,-6.797736,0.11650028935185185,0.042988773,1550.3038345895773,1406.9866644664917,0
-283.65955,83.2319,-10.521316,16.846077,-8.799118,-2.8212113,-18.336218,-4.4411902,-2.449181,-14.206415,-2.0607193,-5.5266657,2.911851,-6.2983365,-6.0487328,-4.787296,-5.9474287,-8.392788,-4.7821517,-3.4836621,0.1436721883355615,0.047657717,1864.4163202659643,1575.198694414294,0
-320.04538,90.341644,-8.335331,17.943926,-7.4728303,-9.1140375,-13.633908,-9.430688,-11.318953,-14.688672,-4.6898413,-10.013931,-10.348876,0.019970091,-5.684016,-6.5104017,-3.7520652,-4.3331823,-5.6956263,-4.088243,0.15996844951923078,0.034634825,1886.180964228192,1517.9677802947017,0
-328.0433,76.552475,-9.050319,17.085506,-21.079739,-3.6359146,-14.297702,-7.3917956,-11.252353,-10.873706,-4.6027203,-6.5000644,-0.523159,-7.2817864,-1.9748881,-3.7060413,-8.07487,-6.585825,-8.086446,-6.891487,0.1646740215654952,0.037476983,1914.1651029419281,1592.3742428874725,0
